REF,SITE,NAME,NETWORKS,MODEL,PROGRAM,DEPLOYMENT DATE,DEPLOYMENT SHIP,CRUISE,LAT,LON,WMO,INTERNAL ID,WATER DEPTH,RETRIEVAL SHIP,RETRIEVAL START DATE,RETRIEVAL END DATE,RETRIEVAL CRUISE,SENSOR_MODELS,SENSOR_SERIALS,SENSOR_HEIGHTS,SENSOR PROGRAMS,SENSOR_DATA_WEBLINKS
1800475_003,CVOO,CVOO04_01,AtlantOS; OceanSITES; OceanSITES Multidisciplinary; OceanSITES Subsurface,Moored Buoy,OS-GEOMAR,2011-06-18T21:13:00,Maria S. Merian,06M220110511,17.6067,-24.249,1800475,KPO 1060,,Maria S. Merian,2012-10-24T00:00:00,2012-10-24T18:16:00,06M220121024,SEABIRD_SBE37_IM;SEABIRD_SBE37_IM;SEABIRD_SBE37_IM;AANDERAA_OPTODE_3830;SEABIRD_SBE37_SM;WETLABS_FLNTUSB;SEABIRD_SBE37_SM;SAMI_CO2;SEABIRD_SBE37_SM;TELEDYNE_WORKHORSE_300;SAMI_CO2;AANDERAA_OPTODE_3830;SEABIRD_SBE37_IM_PRES;SEABIRD_SBE37_SM;SEABIRD_SBE37_SM;AANDERAA_RCM8;SEABIRD_SBE37_IM_PRES;SEABIRD_SBE37_SM;SEABIRD_SBE37_SM;MCLANE_MARK78H21_PARFLUXSEDIMENTTRAP;AANDERAA_RCM8;SEABIRD_SBE37_IM_PRES;SEABIRD_SBE37_SM;GEOMAR_DO_LOGGER;SEABIRD_SBE37_SM;GEOMAR_DO_LOGGER;SEABIRD_SBE37_SM;GEOMAR_DO_LOGGER;MCLANE_MARK78H21_PARFLUXSEDIMENTTRAP;AANDERAA_RCM8;SEABIRD_SBE37_SM;GEOMAR_DO_LOGGER,00949;00954;00961;00937;00278;1833;00910;25;00934;01972;37;00946;02488;00921;00929;10501;02263;00780;00055;89008;09726;02712;00937;48;00939;58;00935;67;910015;11442;00933;69,-19;-27;-37;-53;-53;-53;-67;-87;-89;-119;-181;-182;-182;-299;-399;-598;-600;-849;-1075;-1300;-1330;-1500;-1750;-1751;-2000;-2001;-2700;-2701;-3449;-3483;-3485;-3486,OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;Arne Koertzinger (GEOMAR);OS-GEOMAR;OS-GEOMAR;Arne Koertzinger (GEOMAR);OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;Gerhard Fischer (MARUM);OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;OS-GEOMAR;Gerhard Fischer (MARUM);OS-GEOMAR;OS-GEOMAR;OS-GEOMAR,https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.863969;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315;https://doi.pangaea.de/10.1594/PANGAEA.861315
